ФИО,марка,год выпуска,номер,цвет
Бессонов Кирилл Гертрудович,Nissan,1998,В100АМ,синий
Колобов Серафим Батькович,Tesla,2015,Е796ТА,желтый
Азаренкова Нина Павловна,Tesla,2011,С544ЕС,голубой
Яковленко Капитон Богданович,Kia,1996,С888ЕО,фиолетовый
Купцов Леон Елисеевич,Hyundai,2020,О065ТС,черный
Яскина Амина Владимировна,Skoda,2003,Е798ТМ,розовый
Сиякаева Ника Павловна,Tesla,2000,Т163НВ,серый
Кириллова Юнона Антоновна,Jeep,2018,Р597СЕ,голубой
Думановский Арсен Леонтьевич,Honda,1997,М564ХР,желтый
Бессонов Георгий Рудольфович,Ford,1993,А567ТВ,розовый
Кожедуба Ольга Константиновна,Jeep,1998,Т789НВ,фиолетовый
Челпанова Сара Аркадьевна,Renault,2017,Х846НЕ,зеленый
Дейнекина Каролина Евгеньевна,Dodge,1998,Е997РН,фиолетовый
Камкин Арсен Егорович,Audi,1994,Е170ОС,красный
Ивкин Эмир Леонтьевич,Nissan,2016,Р481МХ,желтый
Козлитина Таисия Тарасовна,Dodge,1999,Т367КА,желтый
Ярочкин Виссарион Ильгизович,Mazda,2013,Т459СУ,голубой
Мухов Иван Федосьевич,BMV,2015,О212ТС,зеленый
Чичваркин Ярослав Жоресович,Toyota,1998,А870МО,голубой
Батурин Виталий Леонович,Honda,1997,Р236УО,оранжевый
Куклачёва Аделя Филипповна,Honda,1999,Н802СО,голубой
Кожедуб Максим Евдокимович,Mercedes,1990,С213КС,красный
Грибакин Эмиль Ильич,Mitsubishi,1997,А205ОО,голубой
Достоевский Камиль Игнатьевич,Mazda,2014,У896ОХ,черный
Агейкина Марфа Ярославовна,Mitsubishi,2019,М965НТ,серый
Вышегородских Иннокентий Данилович,Skoda,1990,В838СК,синий
Шлыков Андрей Фокич,Hyundai,2014,Е582КТ,зеленый
Бранта Николь Борисовна,Hyundai,1992,М288НТ,серый
Шлыков Кирилл Ааронович,Jeep,2010,Н156СЕ,фиолетовый
Клокова Дина Андреевна,Honda,1998,У280УР,голубой
Остроумов Тарас Адамович,Nissan,1994,К846КН,фиолетовый
Бореев Георгий Акимович,Subaru,2001,О177ТТ,белый
Зууфина Елена Робертовна,Dodge,2000,У785КС,желтый
Чижова Агата Львовна,Nissan,2010,Х347СХ,черный
Собчак Владимир Степанович,Honda,2013,В866УР,фиолетовый
Сухова Лидия Андреевна,Lexus,2006,О204КК,голубой
Никеров Платон Федосеевич,Mercedes,1996,Х804НМ,красный
Гудкова Эльвира Иосифовна,Jeep,1997,Х417ВМ,голубой
Кучава Асия Андреевна,Honda,2022,К796ТВ,зеленый
Махов Тигран Трофимович,Mitsubishi,1998,Е208ОН,красный
Ильинская Марина Тарасовна,Audi,2009,М427СО,розовый
Кривоплясов Родион Григорьевич,Volkswagen,2019,Р960НК,голубой
Яненко Тамара Платоновна,Ford,2005,О801СС,зеленый
Ильясова Инга Иосифовна,Mitsubishi,2017,Х315ЕС,желтый
Гольдина Дарья Андреевна,Volkswagen,2019,С355ЕН,фиолетовый
Шурьев Камиль Тимурович,Toyota,2007,У797НР,синий
Родионов Агап Афанасьевич,Ford,2016,С194АВ,белый
Степанишин Тимофей Ибрагимович,Lada,1995,Р998ОУ,оранжевый
Кетов Марат Федосеевич,Kia,1992,У412МК,оранжевый
Валюхов Илья Ахматович,Skoda,2007,А637СН,розовый
Добронравова Элина Станиславовна,Honda,2014,В706ХЕ,желтый
Пряхин Савелий Михалыч,Jeep,2007,В121РВ,зеленый
Автухов Чеслав Сильвестрович,Hyundai,1993,С207КВ,белый
Лунин Борис Иванович,Tesla,1997,М249ТЕ,желтый
Веселкова Амалия Михайловна,Lexus,2000,Т201ЕХ,фиолетовый
Гулина Есения Дмитриевна,Jeep,1999,С739ХТ,оранжевый
Югова Станислава Михайловна,Lada,2017,У372УА,желтый
Никитенко Нелли Филипповна,Volkswagen,2004,Е765АА,фиолетовый
Староволков Герман Евгеньевич,Toyota,2008,Х357НР,синий
Красенкова Алиса Егоровна,Lada,2007,С878ВВ,серый
Цызырева Миа Феликсовна,Toyota,1991,А853РВ,белый
Платонова Адриана Яковлевна,Hyundai,1991,Р101ТР,розовый
Кравец Руслан Романович,Skoda,2017,Т522ХС,белый
Аргамакова Соня Робертовна,Nissan,2001,У886МЕ,оранжевый
Буряков Кирилл Артёмович,Jeep,2010,М318ТХ,белый
Шкригунов Виктор Герасимович,Mazda,1993,О310УС,серый
Карамзин Альберт Иларионович,Dodge,2006,О388СС,оранжевый
Яклашкина Инесса Георгиевна,Mazda,2003,Н606ОЕ,желтый
Сиясинова Бронислава Ильиничн,Hyundai,1992,У171НН,розовый
Лашкина Берта Георгиевна,Mazda,2009,Х894РН,фиолетовый
Крючкова Асия Валентиновна,Honda,2018,Р653ЕК,желтый
Справцева Майя Васильевна,Hyundai,1991,М916НВ,синий
Висенина Эльвира Леонидовна,Skoda,2015,О227КК,синий
Снытко Клим Бенедиктович,Lada,2003,У744ТС,желтый
Чигиркин Антон Русланович,Subaru,2013,Х615ОМ,красный
Браславец Кирилл Максимилианович,Kia,2019,М054МА,черный
Можаева Рада Дмитриевна,Lada,2008,В948НВ,серый
Батурин Илья Маркыч,Renault,2012,Р471ВХ,белый
Чигиркин Денис Георгиевич,Honda,2012,В829НХ,голубой
Гуслякова Сабрина Богдановна,Hyundai,2017,М837АХ,черный
Ковшутина Розалия Евгеньевна,Dodge,2020,Т663АЕ,черный
Дроздов Захар Борисыч,Renault,2000,Х296ОР,желтый
Каримов Антон Рудольфович,Kia,2019,Р415АН,зеленый
Рябкин Чеслав Аксёнович,Tesla,2010,В139НН,розовый
Никаева Дана Валентиновна,Mitsubishi,2011,О884ОТ,голубой
Кооскора Родион Устинович,Renault,2017,В614СК,зеленый
Корнейчука Мила Робертовна,Subaru,2015,Е795ХВ,красный
Югова Стела Львовна,Jeep,2011,У593МО,красный
Аллилуева Татьяна Леонидовна,Kia,2009,В353ХЕ,желтый
Абрамович Филимон Ибрагимович,Hyundai,2022,Х139ХВ,желтый
Кузаев Кондрат Брониславович,Mitsubishi,2011,Е756ЕН,белый
Лазарева Аза Владиславовна,Subaru,1992,Т229АК,розовый
Сильвестрова Лея Геннадиевна,Toyota,1990,А517ОТ,белый
Ясева Владислава Львовна,Mazda,2010,А061ТА,черный
Яндашевский Рустам Федотович,Mercedes,1991,Р867РХ,черный
Капица Алеся Тимофеевна,Hyundai,2008,В309ВМ,серый
Низовцова Сабрина Михайловна,Nissan,2008,В594ТР,белый
Москвин Рустам Изотович,Tesla,2001,В197ВР,серый
Никулаичев Игнатий Германович,Jeep,2019,О542ВН,голубой
Мамин Артемий Тимурович,Skoda,2008,Е500СС,зеленый
Пономарёва Мирослава Виталиевна,Honda,2016,Р810ВВ,зеленый
Комзин Артемий Герасимович,Skoda,2004,Т764МО,фиолетовый
Божко София Алексеевна,Audi,1991,В064ТА,фиолетовый
Калачева Всеслава Ильиничн,Jeep,2017,Т531ОТ,серый
Некрасова Карина Дмитриевна,Renault,2004,Р700ТК,серый
Любимова Лейла Константиновна,Toyota,1994,У672ХЕ,розовый
Баушев Гордей Борисович,Honda,2001,Т370АХ,голубой
Каримов Глеб Демьянович,Lada,1992,О560ХО,синий
