ФИО,марка,год выпуска,номер,цвет
Беломестнов Эмир Феликсович,Tesla,2014,Т182УТ,фиолетовый
Сухова Камилла Борисовна,Mercedes,1993,М148ЕК,белый
Дёмшин Камиль Михалыч,Toyota,1993,Н042ОУ,зеленый
Оболенский Павел Сидорович,Hyundai,2006,В906МС,белый
Абалышева Ефросиния Аркадьевна,Mercedes,2012,М646ЕК,розовый
Мерзлова Агафья Романовна,Hyundai,1996,Р313УМ,желтый
Староволков Максимильян Леонтьевич,Mercedes,1997,У692ХЕ,белый
Суслова Ариана Ярославовна,Volkswagen,2000,Р217АО,белый
Лукьянова Ефросинья Кирилловна,Tesla,2004,Х889ВС,красный
Валюхов Мирон Иларионович,Toyota,2019,А356НН,черный
Лидина Оксана Владимировна,Lada,2010,Н348ТМ,красный
Петрищева Марфа Валентиновна,Mercedes,2021,Е243УР,зеленый
Рудавин Чеслав Иларионович,Honda,1995,У701ЕС,красный
Теплухин Иосиф Виленович,Ford,2008,У018РР,зеленый
Дементьева Серафима Виталиевна,Honda,2004,К814МО,синий
Остальцева Клара Артемовна,Honda,1994,Н922ХТ,зеленый
Скороходова Ольга Виталиевна,Volkswagen,2022,О424ТУ,оранжевый
Яушкина Стефания Григорьевна,Toyota,1996,Р100АЕ,серый
Дудник Платон Израилевич,Renault,1992,У076КА,розовый
Гольдина София Константиновна,Audi,1993,М030АУ,желтый
Дубинкина Марьям Матвеевна,Toyota,1992,А294АО,черный
Дементьева Дарина Павловна,Tesla,2018,В446ХХ,синий
Строганова Теона Михайловна,Subaru,2018,Р590КА,розовый
Двойнева Инна Вячеславовна,Jeep,2001,В779ТУ,красный
Потапова Людмила Яковлевна,Ford,2005,К892УМ,серый
Жикина Дарина Ивановна,Lexus,2008,У559СВ,черный
Александрович Камиль Ильмирович,Renault,2008,К145ВХ,голубой
Федорова Софья Аркадьевна,Nissan,2011,А302ЕО,белый
Экономов Михаил Феликсович,Mazda,1993,К154ЕУ,оранжевый
Левтева Малика Максимовна,BMV,2001,А785КТ,зеленый
Макаров Матвей Владимирович,Skoda,1996,У806ТУ,серый
Кунаковский Виктор Владленович,Lada,2008,Н320ТТ,желтый
Гришкина Таисия Романовна,Kia,2002,Е361КЕ,черный
Викашев Андриян Ахматович,Tesla,2020,А204МС,оранжевый
Голованова Нина Михайловна,BMV,1992,Х084СА,фиолетовый
Сиянгулова Христина Аркадьевна,Lexus,1998,Н425ЕХ,розовый
Калашникова Любовь Борисовна,Lexus,2014,Р239ММ,серый
Полухина Пелагея Тарасовна,Mercedes,2003,Х982РУ,оранжевый
Якубович Тихон Демидович,Mazda,1998,К339СО,оранжевый
Гавшина Адель Геннадиевна,Jeep,2022,М243ТУ,черный
Ахвледиани Альберт Вилорович,Skoda,2005,К776ТА,серый
Богачёва Евангелина Артемовна,Audi,2019,К195КЕ,фиолетовый
Ягуткин Карим Максимилианович,Tesla,2006,У231ЕВ,черный
Севостьянова Ефросиния Юрьевна,Lexus,2017,В799ХО,черный
Блохин Юрий Ефимович,Dodge,1991,Е351КТ,серый
Толкачёва Амира Степановна,Mercedes,2003,Н812ВА,белый
Дёмшина Влада Александровна,Tesla,2018,Н862МВ,синий
Ярополов Прохор Валерианович,Lexus,2021,Р697ВУ,черный
Снегирёва Лада Иосифовна,Ford,1995,Т761ЕС,желтый
Наполов Капитон Степанович,Lexus,2018,М317УР,фиолетовый
Гурьев Валерий Давыдович,Hyundai,2009,У357УМ,желтый
Шуляк Даниэль Маркович,Lada,2008,В093ТО,голубой
Сай Маргарита Алексеевна,Hyundai,2006,А196НУ,белый
Булка Константин Абрамович,Kia,1993,М431АТ,белый
Слобожанина Нина Максимовна,Hyundai,1990,Т430СР,фиолетовый
Махмудова Анна Александровна,Subaru,2017,Т117ОС,розовый
Цулукидзе Жасмин Вячеславовна,Honda,1998,А090АН,белый
Янкова Марина Ефимовна,Nissan,1990,Е494ЕТ,голубой
Цорн Богдан Фадеевич,Mitsubishi,2013,Х827КС,синий
Лашкина Ясина Ярославовна,Hyundai,2004,Т006КВ,синий
Цыцын Арсен Никифорович,Subaru,2013,Н144АО,фиолетовый
Чечин Аркадий Ермолаевич,Lexus,2022,Р522ЕТ,голубой
Снаткина Лариса Георгиевна,Renault,2018,Р466РХ,зеленый
Этуша Юлиана Денисовна,Dodge,2021,Т306ОТ,оранжевый
Седыха Надежда Филипповна,Honda,2009,К646АК,белый
Ядрищенский Тихон Елисеевич,Hyundai,1998,С014РУ,оранжевый
Яскин Марсель Арсеньевич,Hyundai,1999,Т778НТ,красный
Белевич Филипп Аксёнович,Mercedes,1998,С773НО,серый
Эмский Филимон Тарасович,Mazda,1999,Х580ХХ,оранжевый
Шайнюк Герман Ерофеевич,Lada,2001,У251ОМ,красный
Ёжина Инна Аркадьевна,Lada,2005,В378КХ,желтый
Золотов Георгий Рудольфович,Audi,2008,М571СК,розовый
Крупин Фока Трифонович,Subaru,2008,У541СМ,синий
Лидина Аврора Федоровна,Lada,2019,С005УЕ,черный
Проскуркин Виктор Федосьевич,Skoda,2009,М199ВМ,оранжевый
Грибалева Элеонора Григорьевна,Lada,1995,Е813АС,зеленый
Дмитровский Артемий Ахматович,Lada,2010,Р411СУ,желтый
Александрова Сафина Яковлевна,Lada,2009,Т128МВ,розовый
Бабкин Тимур Харлампьевич,Jeep,2006,У888РА,голубой
Абалышева Ефросиния Богдановна,Mercedes,2010,Т484ЕТ,черный
Фильченков Максимильян Анатольевич,Audi,2004,О261ХМ,фиолетовый
Ясенков Фома Денисович,Skoda,2012,Т337ХН,белый
Букавицкий Демьян Иларионович,BMV,2014,Е483ТТ,оранжевый
Разуваева Варвара Евгеньевна,Dodge,2014,Х540АА,зеленый
Позона Лидия Матвеевна,Lexus,2007,К645НВ,зеленый
Кутузов Василий Тимурович,Mazda,2018,Е632АН,зеленый
Тесла Мира Анатольевна,Lada,2003,Н783АМ,розовый
Абарникова Мадина Львовна,Lada,2018,Н975АО,белый
Мельник Яков Маркович,Subaru,2013,О808ТЕ,оранжевый
Еськов Арсений Жанович,Kia,1991,В270РУ,розовый
Леонов Роман Иваныч,Mazda,1994,У096СР,красный
Разуваева Алсу Анатольевна,Tesla,2015,Р707СЕ,черный
Уржумцева Евдокия Павловна,Dodge,2004,Н962НС,белый
Соломинцева Мелисса Александровна,Renault,1993,Н016ММ,зеленый
Хромченко Лиана Артемовна,Jeep,1997,Н378РУ,черный
Акимова Лея Даниловна,Dodge,1999,Е163КЕ,синий
Вахрушев Серафим Викторович,Subaru,2001,Е768НТ,красный
Чичваркина Вероника Виталиевна,Mazda,1996,О227ВК,фиолетовый
Панькива Ника Владиславовна,Toyota,2018,А609СХ,оранжевый
Яцко Вера Андреевна,Ford,2007,Х279РТ,фиолетовый
Астафьев Терентий Дорофеевич,BMV,1991,Н788МО,розовый
Мельник Евграф Федосьевич,Lexus,2014,С056СМ,оранжевый
Валюхов Аркадий Аркадьевич,Subaru,2000,Н689ЕМ,оранжевый
Гайдукова Изольда Валентиновна,BMV,2017,Т260УМ,красный
Гавриленкова Марфа Сергеевна,Mitsubishi,2009,В101ЕХ,розовый
